data,time,CPU (Tctl/Tdie) [°C],Core Clocks (avg) [MHz],CPU Package Power [W],GPU Hot Spot Temperature [°C],GPU Temperature [°C],GPU Shader Clock [MHz],GPU Fan [RPM],scenario,source_file,label
9.7.2026,40:29.7,79.1,5149.0,91.661,80.0,62.0,2540.0,1599.0,Game,GOW_05,good
9.7.2026,40:31.7,79.1,5161.5,90.371,81.0,63.0,2401.0,1597.0,Game,GOW_05,good
9.7.2026,40:33.7,79.4,5186.5,87.863,81.0,63.0,2396.0,1623.0,Game,GOW_05,good
9.7.2026,40:35.7,78.5,5169.8,88.179,81.0,63.0,2391.0,1629.0,Game,GOW_05,good
9.7.2026,40:37.7,77.4,5157.4,87.521,81.0,63.0,2400.0,1629.0,Game,GOW_05,good
9.7.2026,40:39.7,76.8,5182.3,87.713,81.0,63.0,2396.0,1633.0,Game,GOW_05,good
9.7.2026,40:41.7,76.6,5165.7,87.711,81.0,63.0,2399.0,1631.0,Game,GOW_05,good
9.7.2026,40:43.7,76.8,5174.0,88.099,81.0,63.0,2397.0,1632.0,Game,GOW_05,good
9.7.2026,40:45.7,76.9,5186.5,88.124,81.0,63.0,2400.0,1640.0,Game,GOW_05,good
9.7.2026,40:47.7,76.5,5165.7,87.09,81.0,63.0,2404.0,1637.0,Game,GOW_05,good
9.7.2026,40:49.7,76.4,5169.8,87.092,81.0,63.0,2397.0,1649.0,Game,GOW_05,good
9.7.2026,40:51.7,76.4,5169.8,87.363,81.0,63.0,2399.0,1640.0,Game,GOW_05,good
9.7.2026,40:53.6,76.5,5165.7,87.813,81.0,63.0,2402.0,1650.0,Game,GOW_05,good
9.7.2026,40:55.7,76.6,5178.2,88.246,81.0,63.0,2403.0,1645.0,Game,GOW_05,good
9.7.2026,40:57.7,76.5,5190.6,87.566,81.0,63.0,2402.0,1652.0,Game,GOW_05,good
9.7.2026,40:59.7,76.5,5165.7,87.0,81.0,63.0,2401.0,1640.0,Game,GOW_05,good
9.7.2026,41:01.7,76.6,5169.8,87.575,81.0,63.0,2395.0,1652.0,Game,GOW_05,good
9.7.2026,41:03.6,78.1,5165.7,87.716,81.0,63.0,2399.0,1631.0,Game,GOW_05,good
9.7.2026,41:05.6,77.2,5165.7,87.523,81.0,63.0,2403.0,1630.0,Game,GOW_05,good
9.7.2026,41:07.7,76.8,5169.8,87.23,81.0,63.0,2397.0,1636.0,Game,GOW_05,good
9.7.2026,41:09.6,76.5,5174.0,87.148,81.0,63.0,2403.0,1648.0,Game,GOW_05,good
9.7.2026,41:11.7,76.2,5165.7,87.134,81.0,63.0,2401.0,1638.0,Game,GOW_05,good
9.7.2026,41:13.6,76.4,5169.8,87.375,81.0,63.0,2405.0,1642.0,Game,GOW_05,good
9.7.2026,41:15.7,76.5,5157.4,87.394,81.0,63.0,2408.0,1642.0,Game,GOW_05,good
9.7.2026,41:17.7,76.5,5186.5,87.074,81.0,63.0,2398.0,1641.0,Game,GOW_05,good
9.7.2026,41:19.7,76.5,5178.2,87.436,81.0,63.0,2397.0,1637.0,Game,GOW_05,good
9.7.2026,41:21.7,76.6,5169.8,87.014,81.0,63.0,2399.0,1636.0,Game,GOW_05,good
9.7.2026,41:23.7,76.6,5165.7,87.457,81.0,63.0,2397.0,1636.0,Game,GOW_05,good
9.7.2026,41:25.7,76.9,5165.7,87.589,81.0,63.0,2396.0,1646.0,Game,GOW_05,good
9.7.2026,41:27.7,76.9,5165.7,87.192,81.0,63.0,2400.0,1656.0,Game,GOW_05,good
9.7.2026,41:29.7,76.8,5169.8,87.187,81.0,63.0,2401.0,1662.0,Game,GOW_05,good
9.7.2026,41:31.6,76.6,5190.6,86.905,81.0,63.0,2398.0,1635.0,Game,GOW_05,good
9.7.2026,41:33.7,78.6,5157.4,87.611,81.0,63.0,2401.0,1637.0,Game,GOW_05,good
9.7.2026,41:35.7,77.9,4597.3,87.018,81.0,63.0,2401.0,1663.0,Game,GOW_05,good
9.7.2026,41:37.7,77.8,4905.0,87.393,81.0,63.0,2396.0,1645.0,Game,GOW_05,good
9.7.2026,41:39.7,78.5,5165.7,89.483,81.0,63.0,2430.0,1665.0,Game,GOW_05,good
9.7.2026,41:41.7,78.6,5161.5,88.734,81.0,63.0,2433.0,1662.0,Game,GOW_05,good
9.7.2026,41:43.7,78.5,5144.9,88.22,81.0,63.0,2427.0,1665.0,Game,GOW_05,good
9.7.2026,41:45.7,79.1,5149.0,90.274,81.0,63.0,2434.0,1663.0,Game,GOW_05,good
9.7.2026,41:47.7,78.4,4889.8,87.711,81.0,63.0,2427.0,1665.0,Game,GOW_05,good
9.7.2026,41:49.7,78.0,5174.0,86.697,81.0,63.0,2423.0,1664.0,Game,GOW_05,good
9.7.2026,41:51.6,77.9,5132.4,87.371,81.0,63.0,2419.0,1630.0,Game,GOW_05,good
9.7.2026,41:53.7,77.6,5174.0,87.728,81.0,63.0,2407.0,1629.0,Game,GOW_05,good
9.7.2026,41:55.6,78.1,5169.8,88.342,80.0,63.0,2445.0,1631.0,Game,GOW_05,good
9.7.2026,41:57.7,78.8,5140.7,89.644,80.0,63.0,2475.0,1633.0,Game,GOW_05,good
9.7.2026,41:59.7,78.4,5157.4,89.257,81.0,63.0,2418.0,1636.0,Game,GOW_05,good
9.7.2026,42:01.6,77.5,5165.7,87.119,81.0,63.0,2441.0,1629.0,Game,GOW_05,good
9.7.2026,42:03.7,79.5,5124.1,88.62,81.0,63.0,2421.0,1631.0,Game,GOW_05,good
9.7.2026,42:05.7,78.6,5174.0,87.599,81.0,63.0,2427.0,1662.0,Game,GOW_05,good
9.7.2026,42:07.6,78.2,4885.6,88.104,81.0,63.0,2479.0,1656.0,Game,GOW_05,good
9.7.2026,42:09.7,77.4,5153.2,85.727,82.0,63.0,2481.0,1662.0,Game,GOW_05,good
9.7.2026,42:11.6,76.8,5165.7,85.608,82.0,63.0,2474.0,1666.0,Game,GOW_05,good
9.7.2026,42:13.7,76.4,5165.7,85.692,82.0,63.0,2472.0,1665.0,Game,GOW_05,good
9.7.2026,42:15.6,76.5,5190.6,85.841,82.0,63.0,2467.0,1666.0,Game,GOW_05,good
9.7.2026,42:17.6,76.2,5169.8,84.89,82.0,63.0,2461.0,1662.0,Game,GOW_05,good
9.7.2026,42:19.7,76.2,5190.6,85.204,82.0,63.0,2447.0,1683.0,Game,GOW_05,good
9.7.2026,42:21.7,75.8,5194.8,84.258,82.0,63.0,2469.0,1677.0,Game,GOW_05,good
9.7.2026,42:23.7,75.5,5219.8,84.526,82.0,63.0,2458.0,1673.0,Game,GOW_05,good
9.7.2026,42:25.6,76.1,5190.6,85.065,82.0,63.0,2453.0,1670.0,Game,GOW_05,good
9.7.2026,42:27.7,76.0,5199.0,84.937,82.0,63.0,2444.0,1690.0,Game,GOW_05,good
9.7.2026,42:29.7,75.9,5182.3,85.354,82.0,63.0,2465.0,1665.0,Game,GOW_05,good
9.7.2026,42:31.7,75.6,5165.7,84.562,82.0,63.0,2460.0,1665.0,Game,GOW_05,good
9.7.2026,42:33.7,77.8,5169.8,85.125,82.0,63.0,2464.0,1693.0,Game,GOW_05,good
9.7.2026,42:35.7,77.0,5169.8,85.055,82.0,63.0,2463.0,1678.0,Game,GOW_05,good
9.7.2026,42:37.7,79.1,5165.7,86.436,82.0,63.0,2472.0,1672.0,Game,GOW_05,good
9.7.2026,42:39.6,77.6,5186.5,84.92,82.0,63.0,2475.0,1697.0,Game,GOW_05,good
9.7.2026,42:41.7,76.8,5178.2,84.994,82.0,63.0,2462.0,1699.0,Game,GOW_05,good
9.7.2026,42:43.7,76.5,5174.0,85.264,82.0,63.0,2458.0,1697.0,Game,GOW_05,good
9.7.2026,42:45.6,76.2,5169.8,84.976,82.0,63.0,2463.0,1666.0,Game,GOW_05,good
9.7.2026,42:47.6,76.0,5174.0,84.929,82.0,63.0,2465.0,1662.0,Game,GOW_05,good
9.7.2026,42:49.7,75.9,5178.2,84.863,82.0,63.0,2463.0,1666.0,Game,GOW_05,good
9.7.2026,42:51.6,75.8,5190.6,84.77,82.0,63.0,2473.0,1667.0,Game,GOW_05,good
9.7.2026,42:53.6,75.6,5190.6,84.889,82.0,63.0,2470.0,1662.0,Game,GOW_05,good
9.7.2026,42:55.7,79.0,5169.8,89.879,79.0,64.0,2414.0,1664.0,Game,GOW_05,good
9.7.2026,42:57.6,77.9,5165.7,87.914,79.0,64.0,2412.0,1643.0,Game,GOW_05,good
9.7.2026,42:59.6,77.6,5190.6,88.417,79.0,64.0,2408.0,1631.0,Game,GOW_05,good
9.7.2026,43:01.7,76.8,5190.6,86.768,79.0,64.0,2407.0,1596.0,Game,GOW_05,good
9.7.2026,43:03.7,78.2,5165.7,86.248,79.0,64.0,2407.0,1595.0,Game,GOW_05,good
9.7.2026,43:05.6,77.2,5199.0,85.953,79.0,64.0,2409.0,1596.0,Game,GOW_05,good
9.7.2026,43:07.6,76.5,5186.5,85.681,79.0,64.0,2409.0,1595.0,Game,GOW_05,good
9.7.2026,43:09.6,77.1,5165.7,86.882,80.0,64.0,2454.0,1598.0,Game,GOW_05,good
9.7.2026,43:11.6,78.0,5169.8,86.099,79.0,64.0,2425.0,1598.0,Game,GOW_05,good
9.7.2026,43:13.6,77.5,5169.8,84.969,82.0,64.0,2470.0,1613.0,Game,GOW_05,good
9.7.2026,43:15.7,77.0,5178.2,85.72,82.0,64.0,2452.0,1660.0,Game,GOW_05,good
9.7.2026,43:17.7,76.4,5182.3,85.207,82.0,64.0,2452.0,1685.0,Game,GOW_05,good
9.7.2026,43:19.6,76.0,5178.2,84.975,82.0,64.0,2456.0,1704.0,Game,GOW_05,good
9.7.2026,43:21.7,75.9,5186.5,85.208,82.0,64.0,2445.0,1705.0,Game,GOW_05,good
9.7.2026,43:23.7,75.8,4917.5,85.265,82.0,64.0,2459.0,1708.0,Game,GOW_05,good
9.7.2026,43:25.7,76.1,5169.8,85.7,82.0,64.0,2442.0,1708.0,Game,GOW_05,good
9.7.2026,43:27.7,76.6,5174.0,85.879,82.0,64.0,2460.0,1708.0,Game,GOW_05,good
9.7.2026,01:10.2,53.6,5132.4,56.19,50.0,42.0,223.0,0.0,light,idle_01,good
9.7.2026,01:12.2,55.1,4663.0,57.148,50.0,42.0,226.0,0.0,light,idle_01,good
9.7.2026,01:14.2,59.8,5440.2,59.1,50.0,42.0,263.0,0.0,light,idle_01,good
9.7.2026,01:16.2,58.4,5440.2,55.732,50.0,42.0,234.0,0.0,light,idle_01,good
9.7.2026,01:18.2,56.9,5440.2,55.069,50.0,42.0,227.0,0.0,light,idle_01,good
9.7.2026,01:20.2,58.5,5440.2,56.392,50.0,42.0,238.0,0.0,light,idle_01,good
9.7.2026,01:22.2,57.0,5132.4,55.711,50.0,42.0,231.0,0.0,light,idle_01,good
9.7.2026,01:24.2,55.9,5440.2,55.7,50.0,42.0,227.0,0.0,light,idle_01,good
9.7.2026,01:26.2,55.5,4663.0,55.785,50.0,42.0,240.0,0.0,light,idle_01,good
9.7.2026,01:28.2,55.0,5132.4,55.08,50.0,42.0,236.0,0.0,light,idle_01,good
9.7.2026,01:30.2,54.5,5440.2,55.548,50.0,42.0,226.0,0.0,light,idle_01,good
9.7.2026,01:32.2,54.1,5132.4,55.632,50.0,42.0,233.0,0.0,light,idle_01,good
9.7.2026,01:34.2,54.1,5415.2,55.321,50.0,42.0,232.0,0.0,light,idle_01,good
9.7.2026,01:36.2,54.6,5423.6,56.763,50.0,42.0,229.0,0.0,light,idle_01,good
9.7.2026,01:38.2,54.8,4663.0,60.694,50.0,42.0,235.0,0.0,light,idle_01,good
9.7.2026,01:40.2,55.4,4736.5,62.505,50.0,42.0,283.0,0.0,light,idle_01,good
9.7.2026,01:42.2,56.0,4663.0,60.648,50.0,42.0,232.0,0.0,light,idle_01,good
9.7.2026,01:44.2,55.9,5440.2,56.478,50.0,42.0,234.0,0.0,light,idle_01,good
9.7.2026,01:46.2,57.1,3885.8,57.834,50.0,42.0,226.0,0.0,light,idle_01,good
9.7.2026,01:48.2,56.4,5440.2,58.822,50.0,42.0,235.0,0.0,light,idle_01,good
9.7.2026,01:50.2,58.5,3885.8,59.897,50.0,42.0,258.0,0.0,light,idle_01,good
9.7.2026,01:52.2,57.0,3881.7,56.255,50.0,42.0,237.0,0.0,light,idle_01,good
9.7.2026,01:54.2,56.4,4274.4,58.303,50.0,42.0,1808.0,0.0,light,idle_01,good
9.7.2026,01:56.2,57.5,4152.0,58.628,50.0,42.0,86.0,0.0,light,idle_01,good
9.7.2026,01:58.2,56.8,3497.3,57.857,50.0,42.0,241.0,0.0,light,idle_01,good
9.7.2026,02:00.2,56.4,5265.5,59.835,50.0,42.0,313.0,0.0,light,idle_01,good
9.7.2026,02:02.2,55.6,5440.2,56.881,50.0,42.0,319.0,0.0,light,idle_01,good
9.7.2026,02:04.2,55.1,5440.2,55.63,50.0,42.0,184.0,0.0,light,idle_01,good
9.7.2026,02:06.2,56.8,5051.6,58.568,50.0,42.0,103.0,0.0,light,idle_01,good
9.7.2026,02:08.2,55.9,4663.0,55.97,50.0,42.0,171.0,0.0,light,idle_01,good
9.7.2026,02:10.2,55.1,3497.3,56.102,50.0,42.0,196.0,0.0,light,idle_01,good
9.7.2026,02:12.2,54.5,4663.0,55.148,50.0,42.0,215.0,0.0,light,idle_01,good
9.7.2026,02:14.2,54.1,5051.6,55.291,50.0,42.0,240.0,0.0,light,idle_01,good
9.7.2026,02:16.2,55.0,4274.4,55.925,50.0,42.0,230.0,0.0,light,idle_01,good
9.7.2026,02:18.2,54.5,5440.2,54.991,50.0,42.0,224.0,0.0,light,idle_01,good
9.7.2026,02:20.2,57.1,5440.2,56.417,50.0,42.0,228.0,0.0,light,idle_01,good
9.7.2026,02:22.2,56.0,5132.4,55.367,50.0,42.0,259.0,0.0,light,idle_01,good
9.7.2026,02:24.2,55.1,5440.2,55.471,50.0,42.0,217.0,0.0,light,idle_01,good
9.7.2026,02:26.2,55.1,5262.2,56.006,50.0,42.0,191.0,0.0,light,idle_01,good
9.7.2026,02:28.2,54.6,4749.8,56.264,50.0,42.0,229.0,0.0,light,idle_01,good
9.7.2026,02:30.2,54.1,5440.2,55.369,50.0,42.0,231.0,0.0,light,idle_01,good
9.7.2026,02:32.2,54.2,5265.5,55.438,50.0,42.0,203.0,0.0,light,idle_01,good
9.7.2026,02:34.2,54.0,5132.4,54.914,50.0,42.0,212.0,0.0,light,idle_01,good
9.7.2026,02:36.2,54.4,5440.2,55.654,50.0,42.0,218.0,0.0,light,idle_01,good
9.7.2026,02:38.2,54.0,5440.2,55.442,50.0,42.0,240.0,0.0,light,idle_01,good
9.7.2026,02:40.2,53.9,3885.8,55.82,50.0,42.0,237.0,0.0,light,idle_01,good
9.7.2026,02:42.2,54.0,4654.7,58.543,50.0,42.0,224.0,0.0,light,idle_01,good
9.7.2026,02:44.2,54.2,5440.2,55.938,50.0,42.0,222.0,0.0,light,idle_01,good
9.7.2026,02:46.2,55.1,5440.2,56.254,50.0,42.0,223.0,0.0,light,idle_01,good
9.7.2026,02:48.2,54.5,5051.6,55.977,50.0,42.0,229.0,0.0,light,idle_01,good
9.7.2026,02:50.2,57.1,4957.7,55.892,50.0,42.0,220.0,0.0,light,idle_01,good
9.7.2026,02:52.2,56.2,5440.2,55.8,50.0,42.0,222.0,0.0,light,idle_01,good
9.7.2026,02:54.3,55.4,5440.2,55.427,50.0,42.0,237.0,0.0,light,idle_01,good
9.7.2026,02:56.3,55.1,5440.2,55.464,50.0,42.0,219.0,0.0,light,idle_01,good
9.7.2026,02:58.2,54.5,5440.2,55.244,50.0,42.0,228.0,0.0,light,idle_01,good
9.7.2026,03:00.2,54.5,5440.2,55.512,50.0,42.0,232.0,0.0,light,idle_01,good
9.7.2026,03:02.2,54.2,5132.4,55.7,50.0,42.0,235.0,0.0,light,idle_01,good
9.7.2026,03:04.2,54.0,4749.8,55.117,50.0,42.0,221.0,0.0,light,idle_01,good
9.7.2026,03:06.2,54.4,4156.8,56.09,50.0,42.0,225.0,0.0,light,idle_01,good
9.7.2026,03:08.2,54.0,3497.3,54.959,50.0,42.0,232.0,0.0,light,idle_01,good
9.7.2026,03:10.3,53.8,5440.2,55.208,50.0,42.0,246.0,0.0,light,idle_01,good
9.7.2026,03:12.3,53.6,4557.6,55.144,50.0,42.0,238.0,0.0,light,idle_01,good
9.7.2026,03:14.2,53.5,5440.2,55.586,50.0,42.0,231.0,0.0,light,idle_01,good
9.7.2026,03:16.2,54.0,4824.6,55.602,50.0,42.0,250.0,0.0,light,idle_01,good
9.7.2026,03:18.2,53.8,3497.3,55.376,50.0,42.0,228.0,0.0,light,idle_01,good
9.7.2026,03:20.3,56.5,3885.8,56.095,50.0,42.0,246.0,0.0,light,idle_01,good
9.7.2026,03:22.3,57.0,5440.2,56.639,50.0,42.0,227.0,0.0,light,idle_01,good
9.7.2026,03:24.3,57.0,5132.4,55.803,50.0,42.0,224.0,0.0,light,idle_01,good
9.7.2026,03:26.3,56.4,5440.2,55.723,50.0,42.0,220.0,0.0,light,idle_01,good
9.7.2026,03:28.3,56.4,5440.2,56.874,50.0,42.0,234.0,0.0,light,idle_01,good
9.7.2026,03:30.3,55.4,5440.2,55.256,50.0,42.0,237.0,0.0,light,idle_01,good
9.7.2026,03:32.3,54.6,4663.0,55.951,50.0,42.0,229.0,0.0,light,idle_01,good
9.7.2026,03:34.3,54.1,5440.2,55.002,50.0,42.0,227.0,0.0,light,idle_01,good
9.7.2026,03:36.3,54.5,5440.2,55.607,50.0,42.0,228.0,0.0,light,idle_01,good
9.7.2026,03:38.3,54.1,5440.2,55.266,50.0,42.0,238.0,0.0,light,idle_01,good
9.7.2026,03:40.3,53.9,5051.6,55.069,50.0,42.0,229.0,0.0,light,idle_01,good
9.7.2026,03:42.3,54.1,4274.4,58.29,50.0,42.0,242.0,0.0,light,idle_01,good
9.7.2026,03:44.3,54.5,5440.2,56.184,50.0,42.0,226.0,0.0,light,idle_01,good
9.7.2026,03:46.3,54.8,5440.2,55.801,50.0,42.0,224.0,0.0,light,idle_01,good
9.7.2026,03:48.3,54.4,4749.8,55.282,50.0,42.0,234.0,0.0,light,idle_01,good
9.7.2026,03:50.3,57.1,5132.4,56.475,50.0,42.0,241.0,0.0,light,idle_01,good
9.7.2026,03:52.3,56.0,4743.8,55.106,50.0,42.0,225.0,0.0,light,idle_01,good
9.7.2026,03:54.3,55.1,5440.2,55.626,50.0,42.0,217.0,0.0,light,idle_01,good
9.7.2026,03:56.3,55.1,4355.2,55.048,50.0,42.0,229.0,0.0,light,idle_01,good
9.7.2026,03:58.3,54.5,4274.4,55.509,50.0,42.0,240.0,0.0,light,idle_01,good
9.7.2026,04:00.3,54.2,4663.0,55.532,50.0,42.0,226.0,0.0,light,idle_01,good
9.7.2026,04:02.3,54.0,5440.2,55.53,50.0,42.0,231.0,0.0,light,idle_01,good
9.7.2026,04:04.3,53.9,4663.0,55.344,50.0,42.0,232.0,0.0,light,idle_01,good
9.7.2026,04:06.3,54.1,5132.4,56.016,50.0,42.0,215.0,0.0,light,idle_01,good
9.7.2026,04:08.3,54.0,5132.4,55.069,50.0,42.0,227.0,0.0,light,idle_01,good
9.7.2026,04:10.3,53.9,3497.3,55.12,50.0,42.0,227.0,0.0,light,idle_01,good
9.7.2026,04:12.3,54.0,4924.5,55.202,50.0,42.0,224.0,0.0,light,idle_01,good
9.7.2026,04:14.3,53.8,5051.6,55.108,50.0,42.0,217.0,0.0,light,idle_01,good
9.7.2026,04:16.3,54.1,5440.2,55.583,50.0,42.0,230.0,0.0,light,idle_01,good
9.7.2026,04:18.3,54.0,4824.6,55.221,50.0,42.0,222.0,0.0,light,idle_01,good
9.7.2026,04:20.3,56.8,5051.6,56.638,50.0,42.0,227.0,0.0,light,idle_01,good
9.7.2026,04:22.3,55.8,4663.0,54.93,50.0,42.0,215.0,0.0,light,idle_01,good
9.7.2026,04:24.3,54.9,4516.9,54.799,50.0,42.0,229.0,0.0,light,idle_01,good
9.7.2026,04:26.3,55.1,5440.2,55.82,50.0,42.0,230.0,0.0,light,idle_01,good
9.7.2026,04:28.3,54.5,4876.9,55.196,50.0,42.0,231.0,0.0,light,idle_01,good
9.7.2026,04:30.3,54.1,5440.2,54.935,50.0,42.0,225.0,0.0,light,idle_01,good
9.7.2026,04:32.3,54.0,5132.4,55.174,50.0,42.0,219.0,0.0,light,idle_01,good
9.7.2026,04:34.3,53.8,5440.2,55.41,50.0,42.0,222.0,0.0,light,idle_01,good
9.7.2026,04:36.3,54.1,4274.4,56.208,50.0,42.0,230.0,0.0,light,idle_01,good
9.7.2026,04:38.3,53.9,5440.2,55.157,50.0,42.0,228.0,0.0,light,idle_01,good
9.7.2026,04:40.3,53.8,5440.2,54.923,50.0,42.0,231.0,0.0,light,idle_01,good
9.7.2026,04:42.3,53.9,5132.4,57.982,50.0,42.0,227.0,0.0,light,idle_01,good
9.7.2026,04:44.3,54.1,5440.2,56.025,50.0,42.0,220.0,0.0,light,idle_01,good
9.7.2026,04:46.3,54.5,5440.2,56.069,50.0,42.0,230.0,0.0,light,idle_01,good
9.7.2026,04:48.3,54.1,5132.4,55.476,50.0,42.0,231.0,0.0,light,idle_01,good
9.7.2026,04:50.3,56.8,5440.2,56.28,50.0,43.0,230.0,0.0,light,idle_01,good
9.7.2026,04:52.3,55.6,3497.3,55.105,50.0,42.0,221.0,0.0,light,idle_01,good
9.7.2026,04:54.3,55.0,5440.2,54.928,50.0,42.0,220.0,0.0,light,idle_01,good
9.7.2026,04:56.3,54.9,5440.2,55.306,50.0,42.0,223.0,0.0,light,idle_01,good
9.7.2026,00:00.0,72.8,4789.2,68.534,60.3,40.1,2400.0,1772.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:02.0,74.2,4374.9,65.107,63.2,42.5,2383.3,1753.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:04.0,76.5,4376.4,66.785,63.9,42.3,2366.7,1804.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:06.0,78.1,4472.2,58.11,67.9,47.8,2350.0,1820.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:08.0,70.9,4878.0,67.075,70.6,47.9,2333.3,1760.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:10.0,75.4,4502.8,66.041,72.7,46.9,2316.7,1847.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:12.0,78.6,4763.7,55.916,75.2,50.2,2300.0,1808.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:14.0,70.8,4280.8,60.559,76.4,54.1,2283.3,1773.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:16.0,73.7,4413.6,73.733,79.6,56.7,2266.7,1771.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:18.0,71.7,4330.7,62.589,82.0,57.2,2250.0,1823.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:20.0,75.6,4874.3,70.52,85.1,60.0,2233.3,1818.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:22.0,73.2,4368.8,73.858,86.0,65.8,2216.7,1777.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:24.0,76.6,4931.6,64.177,89.8,67.2,2200.0,1790.0,GPU Overheat (ramp),synthetic_ramp_and_hold,good
9.7.2026,00:26.0,75.6,4667.7,72.956,90.9,69.0,2183.3,1776.0,GPU Overheat (ramp),synthetic_ramp_and_hold,warning
9.7.2026,00:28.0,80.0,4272.7,55.942,93.6,71.9,2166.7,1801.0,GPU Overheat (ramp),synthetic_ramp_and_hold,warning
9.7.2026,00:30.0,77.9,4250.8,62.632,95.5,70.4,2150.0,1792.0,GPU Overheat (ramp),synthetic_ramp_and_hold,warning
9.7.2026,00:32.0,79.7,4209.2,69.414,99.7,75.4,2133.3,1836.0,GPU Overheat (ramp),synthetic_ramp_and_hold,warning
9.7.2026,00:34.0,72.7,4289.2,63.695,101.4,77.2,2116.7,1814.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:36.0,78.8,4600.5,58.573,103.4,75.8,2100.0,1776.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:38.0,73.0,4687.2,58.057,106.7,79.8,2083.3,1814.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:40.0,77.8,4200.5,61.483,108.9,84.5,2066.7,1803.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:42.0,78.8,4446.0,56.159,109.8,82.4,2050.0,1833.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:44.0,70.9,4255.4,70.212,113.9,86.3,2033.3,1799.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:46.0,74.8,4412.0,72.449,116.1,95.1,2016.7,1805.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:48.0,75.4,4360.9,61.234,117.8,96.2,2000.0,1823.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:50.0,74.4,4296.8,59.494,119.0,93.8,2000.0,1802.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:52.0,72.3,4256.8,67.622,117.7,93.0,2000.0,1772.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:54.0,78.6,4390.4,68.38,117.5,90.2,2000.0,1757.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:56.0,79.4,4578.1,70.692,117.4,96.4,2000.0,1807.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:58.0,71.0,4538.9,64.34,118.6,97.1,2000.0,1793.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:00.0,79.8,4522.1,61.786,118.5,93.1,2000.0,1760.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:02.0,71.9,4537.5,60.571,118.7,96.7,2000.0,1795.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:04.0,74.4,4640.3,56.012,117.5,90.1,2000.0,1836.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:06.0,79.7,4879.0,58.326,119.0,92.3,2000.0,1843.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:08.0,74.0,4503.2,74.706,118.0,96.3,2000.0,1756.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:10.0,74.6,4965.9,74.908,117.5,91.3,2000.0,1792.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:12.0,71.5,4975.0,66.584,118.1,92.4,2000.0,1780.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:14.0,70.6,4602.3,72.054,118.1,92.1,2000.0,1808.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:16.0,70.8,4676.0,68.504,117.3,89.6,2000.0,1769.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:18.0,78.9,4675.6,67.388,117.5,96.5,2000.0,1775.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:20.0,75.2,4363.4,69.324,117.8,93.2,2000.0,1843.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:22.0,76.7,4452.9,70.037,117.5,94.3,2000.0,1780.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
